;asertividad;autoconciencia emocional;autoestima;desarrollar y estimular a los demás;empatía;autocontrol emocional;influencia;liderazgo;optimismo;relación social;colaboración y cooperación;comprensión organizativa;conciencia crítica;desarrollo de las relaciones;tolerancia a la frustración;comunicacion asertiva;manejo de conflictos;motivación de logro;percepción y comprensión emocional;violencia
invulner;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
iron;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.000;0.000
irracional;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
irresist;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
irresolut;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
irrespet;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
irrespetu;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
irrespons;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
irrevers;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
irrit;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.000
jactanci;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
jaj;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
jajaj;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
jesus;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
jocos;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
jovial;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.213;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
joy;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
jubil;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
jugueton;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
juicio hipotecari;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
just;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
justici;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
justific;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
juvenil;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
ladron;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
lag;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.000
lagrim;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
lament;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
langu;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.000;0.000
lanz;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
lastim;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
lat;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
latos;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lavado de cerebr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
leal;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lealt;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
leer mal;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
legal;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lent;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lesion;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
letarg;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lia;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
libert;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
limit;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
limpiador;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
limpi;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lind;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lio;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
list;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
litigi;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
liv;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
llant;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lleno de alegr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
llor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lluvios;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lma;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lmfa;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lo sient;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
loc;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
locur;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
logr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lol;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
luch;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
luchand;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lugubr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lunat;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
lut;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
madur;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
magnif;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mal;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mal comport;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
mal humor;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mal inform;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.000;0.000;0.000;0.000
maldic;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
maldicion;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
maldit;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
maldita se;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
malentend;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.137;0.131;0.000;0.000;0.000;0.000
malevol;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.262
malhumor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
malinterpret;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
malv;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.262
manifest;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.157;0.262
manipul;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
maravill;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mar;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
maricon;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mas am;0.000;0.150;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
mas baj;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mas brill;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mas divert;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mas dur;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mas fuert;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mas loc;0.000;0.000;0.000;0.000;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mas oscur;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mas pobr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mas suci;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
mat;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
maton;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.262
mayor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
meand;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.000;0.262
mear;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
medall;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
mediocr;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
medit;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.000;0.157;0.000
mejor;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.137;0.000;0.000;0.211;0.000;0.000
mejor qu;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
mejorand;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.211;0.000;0.000
melancol;0.000;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
menospreci;0.000;0.150;0.166;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mentir;0.115;0.000;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.262
mercachifl;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.000
metod;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mied;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.000;0.000;0.157;0.000
miedos;0.000;0.000;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.131;0.152;0.000;0.000;0.262
mierd;0.000;0.150;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.262
milagr;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.157;0.000
min;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mint;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.000;0.000
miop;0.115;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
miser;0.000;0.000;0.000;0.195;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
miseri;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.213;0.155;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
misericordi;0.115;0.000;0.000;0.195;0.000;0.149;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.177;0.000;0.000;0.152;0.000;0.000;0.000
misteri;0.000;0.150;0.166;0.000;0.195;0.000;0.000;0.000;0.000;0.187;0.000;0.170;0.163;0.000;0.000;0.131;0.000;0.000;0.000;0.000
mit;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.157;0.000
mod;0.000;0.150;0.166;0.195;0.195;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.163;0.177;0.000;0.131;0.000;0.211;0.000;0.000
molest;0.000;0.150;0.000;0.195;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.163;0.177;0.000;0.131;0.000;0.000;0.000;0.262
molesti;0.115;0.000;0.166;0.000;0.195;0.149;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.137;0.000;0.000;0.000;0.000;0.000
monopoliz;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.213;0.000;0.187;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mordaz;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
mor;0.115;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
morir de hambr;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.000
motiv;0.000;0.150;0.166;0.195;0.000;0.000;0.179;0.213;0.155;0.187;0.141;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
muere de hambr;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
muert;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.000;0.000
muriendo de hambr;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.131;0.000;0.000;0.000;0.000
mur;0.115;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.152;0.000;0.157;0.000
musaraÃ±;0.000;0.000;0.000;0.195;0.000;0.000;0.000;0.213;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
n00b;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.170;0.163;0.000;0.137;0.000;0.000;0.000;0.157;0.262
na;0.000;0.000;0.166;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.141;0.000;0.000;0.000;0.137;0.000;0.000;0.000;0.157;0.000
necesit;0.000;0.000;0.166;0.195;0.000;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.177;0.000;0.000;0.000;0.000;0.157;0.000
neg;0.000;0.150;0.000;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
negador;0.000;0.000;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.187;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
negat;0.000;0.000;0.166;0.000;0.000;0.000;0.179;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
negligent;0.000;0.150;0.000;0.000;0.195;0.000;0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.137;0.000;0.152;0.000;0.000;0.000
negoci;0.115;0.000;0.000;0.000;0.195;0.149;0.000;0.213;0.155;0.187;0.000;0.170;0.163;0.177;0.000;0.131;0.152;0.211;0.157;0.000
negrit;0.115;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000
nervi;0.000;0.150;0.166;0.000;0.000;0.149;0.179;0.000;0.000;0.187;0.000;0.000;0.163;0.000;0.000;0.000;0.152;0.000;0.000;0.000
nervios;0.000;0.150;0.166;0.000;0.000;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.211;0.157;0.000
nieg;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.152;0.000;0.000;0.000
nigg;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.262
no am;0.000;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.000;0.000;0.000;0.177;0.000;0.000;0.000;0.000;0.157;0.000
no aprob;0.115;0.000;0.000;0.000;0.000;0.000;0.179;0.213;0.155;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
no cr;0.000;0.150;0.166;0.000;0.000;0.149;0.000;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
no des;0.000;0.150;0.166;0.000;0.000;0.000;0.179;0.000;0.155;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
no es divert;0.000;0.150;0.000;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.131;0.152;0.000;0.157;0.000
no esta bi;0.000;0.000;0.166;0.000;0.195;0.149;0.000;0.000;0.000;0.000;0.141;0.000;0.163;0.000;0.000;0.131;0.152;0.000;0.157;0.000
no funcion;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.213;0.000;0.000;0.000;0.170;0.163;0.000;0.000;0.000;0.000;0.211;0.000;0.000
no profesional;0.115;0.000;0.000;0.195;0.000;0.000;0.179;0.000;0.000;0.187;0.141;0.170;0.000;0.000;0.000;0.131;0.000;0.211;0.000;0.000
no puede soport;0.000;0.150;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.141;0.000;0.163;0.177;0.137;0.000;0.152;0.000;0.157;0.000
no sofistic;0.115;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.163;0.000;0.000;0.000;0.000;0.000;0.157;0.000
nobl;0.115;0.000;0.000;0.000;0.195;0.000;0.179;0.213;0.000;0.187;0.141;0.000;0.000;0.000;0.000;0.131;0.000;0.000;0.000;0.000
noob;0.000;0.000;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.187;0.000;0.000;0.000;0.000;0.137;0.000;0.152;0.211;0.000;0.000
nostalg;0.000;0.150;0.166;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.157;0.000
